-0.984354,0.176204,0,,,,,,,,,,,,,,,,,
-0.984325,0.176362,0,,,,,,,,,,,,,,,,,
2019,1,11,9,4,54.9998822,,,,,,,,,,,,,,
-0.984283,0.176596,0,,,,,,,,,,,,,,,,,
2019,1,11,9,4,55.9998822,,,,,,,,,,,,,,
-0.981361,0.192172,0,,,,,,,,,,,,,,,,,
-0.983584,0.180452,0,,,,,,,,,,,,,,,,,
2019,1,11,9,4,56.9998822,,,,,,,,,,,,,,
-0.9878,0.15573,0,,,,,,,,,,,,,,,,,
-0.986458,0.164012,0,,,,,,,,,,,,,,,,,
2019,1,11,9,4,57.9998822,,,,,,,,,,,,,,
-0.988044,0.154171,0,,,,,,,,,,,,,,,,,
2019,1,11,9,4,58.9998822,,,,,,,,,,,,,,
-0.986782,0.162054,0,,,,,,,,,,,,,,,,,
-0.98926,0.146168,0,,,,,,,,,,,,,,,,,
2019,1,11,9,4,59.9998822,,,,,,,,,,,,,,
-0.98848,0.15135,0,,,,,,,,,,,,,,,,,
-0.984564,0.175023,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,0.9998822,,,,,,,,,,,,,,
-0.986803,0.161926,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,1.9998822,,,,,,,,,,,,,,
-0.986614,0.16307,0,,,,,,,,,,,,,,,,,
-0.989216,0.146461,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,2.9998822,,,,,,,,,,,,,,
-0.988034,0.154236,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,3.9998822,,,,,,,,,,,,,,
-0.988994,0.147957,0,,,,,,,,,,,,,,,,,
-0.985854,0.167607,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,4.9998822,,,,0.02^2,,,,,,,,0.01,,
-0.987918,0.154978,0,,,,,,,-3760930.703,3636675.458,3636470.984,,-1.977817,0.296753,,,-3760930.702,3636675.462,3636470.985
-0.989899,0.141775,0,,,,,,,-3760928.726,3636675.161,3636470.984,,-1.977038,0.302162,,,-3760928.725,3636675.165,3636470.985
2019,1,11,9,5,5.9998822,,,,-3760926.749,3636674.859,3636470.984,,-0.989772,0.142661,,,-3760926.748,3636674.863,3636470.985
-0.988164,0.153403,0,,,,,,,-3760925.759,3636674.716,3636470.984,,-1.977563,0.298573,,,-3760925.758,3636674.72,3636470.985
-0.988874,0.148759,0,,,,,,,-3760923.781,3636674.417,3636470.984,,-1.976824,0.303585,,,-3760923.78,3636674.422,3636470.985
2019,1,11,9,5,6.9998822,,,,-3760921.804,3636674.114,3636470.984,,-0.988822,0.149101,,,-3760921.803,3636674.118,3636470.985
-0.989772,0.142661,0,,,,,,,-3760920.816,3636673.965,3636470.984,,-1.976129,0.308068,,,-3760920.815,3636673.969,3636470.985
2019,1,11,9,5,7.9998822,,,,-3760918.839,3636673.657,3636470.984,,-1.975224,0.313047,,,-3760918.838,3636673.661,3636470.985
-0.988043,0.154176,0,,,,,,,-3760916.864,3636673.344,3636470.984,,-1.971921,0.333683,,,-3760916.863,3636673.348,3636470.985
-0.98952,0.144397,0,,,,,,,-3760914.892,3636673.01,3636470.984,,-0.989017,0.147801,,,-3760914.891,3636673.014,3636470.985
2019,1,11,9,5,8.9998822,,,,-3760913.903,3636672.862,3636470.984,,-1.973542,0.324089,,,-3760913.902,3636672.866,3636470.985
-0.98829,0.152585,0,,,,,,,,,,,-1.977226,0.300167,,,,,
-0.988534,0.151,0,,,,,,,0.02,,,,-1.970406,0.342674,,,0.01,,
2019,1,11,9,5,9.9998822,,,,-3760930.703,3636675.458,3636470.984,,-0.986827,0.161779,,,-3760930.702,3636675.462,3636470.985
-0.988822,0.149101,0,,,,,,,-3760928.726,3636675.161,3636470.984,,-1.978737,0.290859,,,-3760928.725,3636675.165,3636470.985
2019,1,11,9,5,10.9998822,,,,-3760926.749,3636674.859,3636470.984,,-1.980825,0.276021,,,-3760926.748,3636674.863,3636470.985
-0.98787,0.155283,0,,,,,,,-3760925.759,3636674.716,3636470.984,,-1.983865,0.252983,,,-3760925.758,3636674.72,3636470.985
-0.988259,0.152785,0,,,,,,,-3760923.781,3636674.417,3636470.984,,-1.98451,0.248153,,,-3760923.78,3636674.422,3636470.985
2019,1,11,9,5,11.9998822,,,,-3760921.804,3636674.114,3636470.984,,-1.988047,0.218142,,,-3760921.803,3636674.118,3636470.985
-0.989353,0.145539,0,,,,,,,-3760920.816,3636673.965,3636470.984,,-0.995281,0.097032,,,-3760920.815,3636673.969,3636470.985
-0.985871,0.167508,0,,,,,,,-3760918.839,3636673.657,3636470.984,,-1.991104,0.1884,,,-3760918.838,3636673.661,3636470.985
2019,1,11,9,5,12.9998822,,,,-3760916.864,3636673.344,3636470.984,,-1.98855,0.213637,,,-3760916.863,3636673.348,3636470.985
-0.987091,0.160162,0,,,,,,,-3760914.892,3636673.01,3636470.984,,-0.995626,0.093431,,,-3760914.891,3636673.014,3636470.985
-0.98483,0.173521,0,,,,,,,-3760913.903,3636672.862,3636470.984,,,,,,-3760913.902,3636672.866,3636470.985
2019,1,11,9,5,13.9998822,,,,-3760911.93,3636672.538,3636470.984,,,,,,-3760911.929,3636672.542,3636470.985
-0.989017,0.147801,0,,,,,,,-3760909.952,3636672.238,3636470.984,,,,,,-3760909.952,3636672.242,3636470.985
2019,1,11,9,5,14.9998822,,,,-3760907.982,3636671.895,3636470.984,,,,,,-3760907.981,3636671.899,3636470.985
-0.985965,0.166955,0,,,,,,,-3760906.995,3636671.733,3636470.984,,,,,,-3760906.994,3636671.738,3636470.985
-0.987577,0.157134,0,,,,,,,-3760905.016,3636671.443,3636470.984,,,,,,-3760905.016,3636671.447,3636470.985
2019,1,11,9,5,15.9998822,,,,-3760903.036,3636671.167,3636470.984,,,,,,-3760903.035,3636671.171,3636470.985
-0.990252,0.139288,0,,,,,,,-3760901.052,3636670.914,3636470.984,,,,,,-3760901.051,3636670.918,3636470.985
-0.986974,0.160879,0,,,,,,,-3760899.067,3636670.665,3636470.984,,,,,,-3760899.066,3636670.67,3636470.985
2019,1,11,9,5,16.9998822,,,,-3760897.079,3636670.447,3636470.984,,,,,,-3760897.078,3636670.451,3636470.985
-0.985929,0.167162,0,,,,,,,-3760896.084,3636670.35,3636470.984,,,,,,-3760896.083,3636670.354,3636470.985
-0.984477,0.175512,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,17.9998822,,,,,,,,,,,,,,
-0.986827,0.161779,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,18.9998822,,,,,,,,,,,,,,
-0.989266,0.146126,0,,,,,,,,,,,,,,,,,
-0.989471,0.144733,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,19.9998822,,,,,,,,,,,,,,
-0.99124,0.132071,0,,,,,,,,,,,,,,,,,
-0.989585,0.14395,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,20.9998822,,,,,,,,,,,,,,
-0.992988,0.118213,0,,,,,,,,,,,,,,,,,
-0.990877,0.13477,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,21.9998822,,,,,,,,,,,,,,
-0.991515,0.129995,0,,,,,,,,,,,,,,,,,
-0.992995,0.118158,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,22.9998822,,,,,,,,,,,,,,
-0.99353,0.113568,0,,,,,,,,,,,,,,,,,
-0.994517,0.104574,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,23.9998822,,,,,,,,,,,,,,
-0.995281,0.097032,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,24.9998822,,,,,,,,,,,,,,
-0.995415,0.095645,0,,,,,,,,,,,,,,,,,
-0.995689,0.092755,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,25.9998822,,,,,,,,,,,,,,
-0.993996,0.109416,0,,,,,,,,,,,,,,,,,
-0.994554,0.104221,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,26.9998822,,,,,,,,,,,,,,
-0.995626,0.093431,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,27.9998822,,,,,,,,,,,,,,
-0.995838,0.091144,0,,,,,,,,,,,,,,,,,
-0.995305,0.096793,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,28.9998822,,,,,,,,,,,,,,
-0.996311,0.085817,0,,,,,,,,,,,,,,,,,
-0.994362,0.106036,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,29.9998822,,,,,,,,,,,,,,
-0.995911,0.090341,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,30.9998822,,,,,,,,,,,,,,
-0.995942,0.089995,0,,,,,,,,,,,,,,,,,
-0.996112,0.088093,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,31.9998822,,,,,,,,,,,,,,
-0.994155,0.107966,0,,,,,,,,,,,,,,,,,
-0.995593,0.093781,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,32.9998822,,,,,,,,,,,,,,
-0.992962,0.118437,0,,,,,,,,,,,,,,,,,
-0.995303,0.096808,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,33.9998822,,,,,,,,,,,,,,
-0.993551,0.113382,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,34.9998822,,,,,,,,,,,,,,
-0.99531,0.09674,0,,,,,,,,,,,,,,,,,
-0.995688,0.092767,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,35.9998822,,,,,,,,,,,,,,
-0.993887,0.110404,0,,,,,,,,,,,,,,,,,
-0.993039,0.117785,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,36.9998822,,,,,,,,,,,,,,
-0.995444,0.095352,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,37.9998822,,,,,,,,,,,,,,
-0.995765,0.09193,0,,,,,,,,,,,,,,,,,
-0.995394,0.095868,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,38.9998822,,,,,,,,,,,,,,
-0.993231,0.116153,0,,,,,,,,,,,,,,,,,
-0.994772,0.102118,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,39.9998822,,,,,,,,,,,,,,
-0.996039,0.088918,0,,,,,,,,,,,,,,,,,
-0.99558,0.09392,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,40.9998822,,,,,,,,,,,,,,
-0.99351,0.113745,0,,,,,,,,,,,,,,,,,
-0.994383,0.105846,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,41.9998822,,,,,,,,,,,,,,
-0.995135,0.098518,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,42.9998822,,,,,,,,,,,,,,
-0.996385,0.084951,0,,,,,,,,,,,,,,,,,
-0.994614,0.103648,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,43.9998822,,,,,,,,,,,,,,
-0.994385,0.10582,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,44.9998822,,,,,,,,,,,,,,
-0.999167,0.040817,0,,,,,,,,,,,,,,,,,
2019,1,11,9,5,45.9998822,,,,,,,,,,,,,,
