% 2017îN 1åé 27ì˙ 12éû 29ï™ 45.800000ïb é¿çs
%------------------------------------------------------------------------------------------------------------------------------
Observation File :  AndroidOBS.17o
Ephemeris_N File :  AndroidOBS.17n
Ephemeris_G File :  Nothing
IONEX       File :  Nothing
IGS SP3     File :  Nothing
START       TIME :  2017/ 1/26  4:24:56
END         TIME :  2017/ 1/26  4:29:13
True Position[m] :  X = -3761063.4990,  Y = 3636647.5780,  Z = 3636362.7670

%------------------------------------------------------------------------------------------------------------------------------
% Epoch  WEEK      ToW     ToD        X[m]           Y[m]           Z[m]          East[m]     North[m]        Up[m] 
%------------------------------------------------------------------------------------------------------------------------------
    189  1933    361685   16085  -3761058.9731   3636767.6917   3636293.2724     -89.4955    -102.9420      25.8996
    190  1933    361686   16086  -3761060.4459   3636766.7883   3636291.7434     -87.8222    -104.4417      25.3760
    191  1933    361687   16087  -3761061.4940   3636766.2137   3636289.6627     -86.6806    -106.3495      24.4732
    192  1933    361687   16087  -3761062.3809   3636765.6047   3636287.8553     -85.6262    -107.9533      23.6125
    193  1933    361689   16089  -3761064.4475   3636764.5767   3636286.3748     -83.4507    -109.6083      23.3955
    194  1933    361689   16089  -3761066.2287   3636763.6365   3636285.1110     -81.5367    -111.0033      23.1846
    195  1933    361691   16091  -3761067.7184   3636762.3376   3636283.7934     -79.5674    -112.1791      22.5669
    196  1933    361692   16092  -3761068.8432   3636761.3963   3636282.9169     -78.1089    -112.9858      22.1908
    197  1933    361692   16092  -3761069.8203   3636760.4816   3636282.1155     -76.7720    -113.6806      21.7859
    198  1933    361694   16094  -3761071.5806   3636760.0797   3636280.8512     -75.2595    -115.2818      21.8690
    199  1933    361695   16095  -3761073.2154   3636759.3794   3636279.2868     -73.6197    -116.9583      21.5361
    200  1933    361696   16096  -3761074.4491   3636758.7029   3636276.8119     -72.2758    -119.2249      20.4586
    201  1933    361697   16097  -3761075.4872   3636757.9073   3636275.3385     -70.9823    -120.5429      19.7722
    202  1933    361698   16098  -3761076.3537   3636757.5656   3636273.3560     -70.1343    -122.3882      18.9514
    203  1933    361699   16099  -3761077.3972   3636756.0140   3636272.3260     -68.2935    -123.0438      18.0918
    204  1933    361700   16100  -3761079.0402   3636756.1260   3636271.2915     -67.2319    -124.6132      18.5304
    205  1933    361700   16100  -3761080.5188   3636756.2793   3636270.3947     -66.3143    -126.0186      18.9744
    206  1933    361702   16102  -3761081.3167   3636755.9668   3636269.0050     -65.5351    -127.3615      18.4696
    207  1933    361703   16103  -3761082.7506   3636754.9413   3636266.6500     -63.8011    -129.4733      17.3800
    208  1933    361704   16104  -3761084.0728   3636754.0727   3636265.9613     -62.2576    -130.2364      17.2692
    209  1933    361705   16105  -3761085.7216   3636753.3191   3636264.4464     -60.5697    -131.8568      16.9427
    210  1933    361706   16106  -3761086.8952   3636752.5254   3636263.2339     -59.1833    -133.0177      16.4867
    211  1933    361706   16106  -3761087.9304   3636751.7979   3636262.1680     -57.9408    -134.0278      16.0710
    212  1933    361708   16108  -3761088.6410   3636750.2713   3636261.0963     -56.3494    -134.5903      15.0057
    213  1933    361709   16109  -3761089.7270   3636748.3212   3636260.4363     -54.1925    -134.8016      14.1564
    214  1933    361710   16110  -3761091.0769   3636746.0954   3636261.1959     -51.6540    -133.8485      14.1193
    215  1933    361711   16111  -3761092.0925   3636744.0223   3636261.9108     -49.4578    -132.8551      13.9467
    216  1933    361712   16112  -3761091.7438   3636741.6935   3636263.1720     -48.0260    -130.7500      13.1381
    217  1933    361712   16112  -3761091.4378   3636739.5746   3636264.2483     -46.7154    -128.8975      12.3681
    218  1933    361714   16114  -3761092.4514   3636736.9745   3636263.7465     -44.1416    -128.6903      11.1966
    219  1933    361715   16115  -3761092.3791   3636736.4673   3636264.7819     -43.8272    -127.6100      11.4588
    220  1933    361716   16116  -3761092.5194   3636736.6190   3636264.9345     -43.8388    -127.6033      11.7153
    221  1933    361716   16116  -3761092.6394   3636736.8833   3636265.2402     -43.9453    -127.5076      12.1118
    222  1933    361718   16118  -3761092.6563   3636734.5064   3636265.2971     -42.2249    -126.5206      10.8006
    223  1933    361719   16119  -3761092.7822   3636734.0403   3636266.4722     -41.8022    -125.4240      11.2830
    224  1933    361720   16120  -3761092.5847   3636734.0106   3636266.5956     -41.9182    -125.2297      11.2206
    225  1933    361721   16121  -3761092.3526   3636734.3466   3636268.9263     -42.3211    -123.3583      12.6115
    226  1933    361721   16121  -3761091.7869   3636734.6975   3636270.4336     -42.9666    -122.0300      13.3422
    227  1933    361722   16122  -3761090.2044   3636734.3924   3636272.8248     -43.8473    -119.2970      13.6073
    228  1933    361722   16122  -3761088.7834   3636734.0120   3636274.4600     -44.5616    -117.2199      13.4912
    229  1933    361725   16125  -3761089.6934   3636729.4050   3636275.2459     -40.6170    -115.1151      11.8540
    230  1933    361726   16126  -3761089.1010   3636729.2299   3636276.6501     -40.9030    -113.6507      12.2103
    231  1933    361727   16127  -3761087.9756   3636730.1529   3636276.9714     -42.3488    -113.2914      12.2573
    232  1933    361728   16128  -3761088.0950   3636730.4543   3636277.3091     -42.4825    -113.1840      12.6929
    233  1933    361729   16129  -3761087.9223   3636729.6329   3636278.1241     -42.0120    -112.1177      12.5907
    234  1933    361729   16129  -3761087.8671   3636728.7630   3636278.6892     -41.4250    -111.2853      12.3867
    235  1933    361731   16131  -3761086.5694   3636728.3154   3636279.9969     -42.0053    -109.5007      12.1171
    236  1933    361731   16131  -3761085.7500   3636727.9266   3636281.0684     -42.2953    -108.1301      12.0274
    237  1933    361733   16133  -3761086.6558   3636726.2069   3636281.5428     -40.4295    -107.4294      11.8534
    238  1933    361734   16134  -3761086.5032   3636725.5154   3636282.7625     -40.0384    -106.0915      12.0691
    239  1933    361735   16135  -3761087.6886   3636728.3308   3636287.5445     -41.2383    -103.7841      17.1123
    240  1933    361735   16135  -3761088.5545   3636728.4041   3636286.7103     -40.6892    -104.8536      17.1858
    241  1933    361737   16137  -3761089.9389   3636728.2157   3636289.4814     -39.5914    -103.0788      19.4827
    242  1933    361738   16138  -3761091.4514   3636726.9967   3636292.6047     -37.6637    -100.6573      21.4700
    243  1933    361739   16139  -3761090.0180   3636726.4218   3636296.9037     -38.2468     -96.3151      22.7630
